STORE_TYPE,ZIP4,ZIP_CODE,RECORD_ID,STATE,LONGITUDE,STORE_STREET_ADDRESS,INCENTIVE_PROGRAM,Y,ADDITONAL_ADDRESS,CITY,STORE_NAME,LATITUDE,Ï»¿X,OBJECTID,GRANTEE_NAME,COUNTY
Grocery Store,4670,77015,1654824.0,TX,-95.178566,822 FREEPORT ST,,3475423.32828207,,HOUSTON,Ocean's Catch Seafood Market,29.780945,-10595229.501554,16258,,HARRIS
Pharmacy,5307,77039,374868.0,TX,-95.355072,12959 ALDINE WESTFIELD RD,,3490948.53693053,,HOUSTON,Walgreens 07773,29.901918,-10614878.0595959,16274,,HARRIS
Convenience Store,3922,77099,378509.0,TX,-95.602943,12291 S DAIRY ASHFORD ST,,3461134.16864467,,HOUSTON,Stop In Food Store,29.669474,-10642470.9330984,16402,,HARRIS
Discount Retail,3371,77338,377783.0,TX,-95.375267,3115 FM 1960 RD W,,3506051.6189567,,HUMBLE,DOLLAR GENERAL  3206,30.019461,-10617126.1567125,16543,,HARRIS
Supermarket,1505,77025,417981.0,TX,-95.425949,3131 W HOLCOMBE BLVD,,3465669.50849294,,HOUSTON,RANDALLS 1061,29.704868,-10622768.0511449,16600,,HARRIS
Super Store,    ,77036,378261.0,TX,-95.519676,7649 CLAREWOOD DR,,3466221.25442848,,HOUSTON,La Michoacana Meat Market 02,29.709173,-10633201.6930585,16877,,HARRIS
Specialty Store,1844,77502,418635.0,TX,-95.219795,1402 RICHEY ST,,3463749.28379397,,PASADENA,CHOICE MEAT MARKET,29.689884,-10599819.0928399,16919,,HARRIS
Grocery Store,4822,77039,403942.0,TX,-95.318474,4910 ALDINE MAIL RD,,3491063.46792986,,HOUSTON,MERCADO LA MEXICANA,29.902813,-10610803.9888719,17174,,HARRIS
Convenience Store,4307,77035,403957.0,TX,-95.482605,5415 W AIRPORT BLVD,,3457936.0187516,,HOUSTON,Airport Buzzy Bee,29.644508,-10629074.9682153,17176,,HARRIS
Grocery Store,2212,77015,503684.0,TX,-95.183273,202 UVALDE RD,,3477597.49398994,,HOUSTON,Supermercado Teloloapan 5,29.797895,-10595753.4823971,17448,,HARRIS
Supermarket,1416,77015,405019.0,TX,-95.181107,5 UVALDE RD,,3478564.76334586,,HOUSTON,Lewis Food Town 201,29.805435,-10595512.3643801,17680,,HARRIS
Super Store,6528,77008,501321.0,TX,-95.41098,1035 N SHEPHERD DR,,3476498.56433495,,HOUSTON,KROGER  312,29.789328,-10621101.7096872,17683,,HARRIS
Discount Retail,1447,77015,501707.0,TX,-95.181366,15 UVALDE RD,,3478432.11227975,Ste B,HOUSTON,DOLLAR GENERAL 1135,29.804401,-10595541.1961282,17843,,HARRIS
Grocery Store,8848,77377,1600680.0,TX,-95.738586,20153 FM 2920 RD,,3513751.05646242,,TOMBALL,Las Fuentes Meat Market & Bakery,30.07933,-10657570.642788,18412,,HARRIS
Supermarket,2503,77095,477115.0,TX,-95.648613,15875 FM 529 RD,,3488020.263493,,HOUSTON,Lewis Food Town 204,29.879112,-10647554.8942429,18803,,HARRIS
Convenience Store,3387,77396,477473.0,TX,-95.287964,14746 OLD HUMBLE RD,,3495272.32325154,,HUMBLE,Jack's Grocery,29.935583,-10607407.6312078,18931,,HARRIS
Supermarket,2068,77521,519359.0,TX,-94.996231,3002 W BAKER RD,,3474164.27627219,,BAYTOWN,Lewis Food Town 8,29.771128,-10574932.0622002,18938,,HARRIS
Grocery Store,5059,77017,477540.0,TX,-95.265259,8419 WINKLER DR,,3461932.22858857,,HOUSTON,GUERRERO MEAT MARKET,29.675703,-10604880.1221693,18955,,HARRIS
Super Store,6015,77388,477609.0,TX,-95.431885,19511 INTERSTATE 45,,3510070.19380487,,SPRING,TARGET STORE T 1458,30.050713,-10623428.8436422,18983,,HARRIS
Super Store,5006,77080,542391.0,TX,-95.545158,2300 GESSNER DR,,3479661.04733447,,HOUSTON,KROGER  607,29.81398,-10636038.3363229,19064,,HARRIS
Super Store,2511,77008,543382.0,TX,-95.400482,239 W 20TH ST,,3478428.0070462,,HOUSTON,KROGER  609,29.804369,-10619933.0776729,19186,,HARRIS
Supermarket,1700,77016,344669.0,TX,-95.299454,11330 HOMESTEAD RD,,3488673.11567944,,HOUSTON,BIG CITY FOODS,29.884197,-10608686.692157,19287,,HARRIS
Supermarket,2842,77562,482627.0,TX,-95.057373,302 N MAIN ST,,3480306.16026778,,HIGHLANDS,Lewis Food Town 209,29.819008,-10581738.3585063,19387,,HARRIS
Supermarket,7157,77036,539229.0,TX,-95.552971,10301 CLUB CREEK DR,,3463509.53212084,Ste F,HOUSTON,LA MORELIANA 1,29.688013,-10636908.0755044,19668,,HARRIS
Convenience Store,2906,77035,539764.0,TX,-95.480194,11580 CHIMNEY ROCK RD,,3459126.61751065,,HOUSTON,Corner Stop,29.653803,-10628806.576923,19976,,HARRIS
Super Store,5019,77043,432498.0,TX,-95.564926,10750 WESTVIEW DR,,3476994.20626403,,HOUSTON,Walmart Supercenter 1409,29.793192,-10638238.9000169,20692,,HARRIS
Convenience Store,2335,77547,544534.0,TX,-95.240242,1407 N MAIN ST,,3470488.24782741,,GALENA PARK,GALENA FOOD STORE,29.74246,-10602095.2424681,20778,,HARRIS
Super Store,4834,77020,430371.0,TX,-95.311829,5800 LYONS AVE,,3474740.36991177,,HOUSTON,Fiesta Mart 12,29.77562,-10610064.2708556,20856,,HARRIS
Super Store,    ,77506,432811.0,TX,-95.174171,2619 RED BLUFF,,3464454.46918537,,PASADENA,KROGER 337,29.695387,-10594740.2523919,20891,,HARRIS
Super Store,7162,77373,546194.0,TX,-95.347443,5671 TREASCHWIG RD,,3509306.55161701,,SPRING,KROGER  358,30.044775,-10614028.8032007,20943,,HARRIS
Super Store,1910,77071,401521.0,TX,-95.529633,11242 S GESSNER RD,,3459422.77921659,,HOUSTON,Walmart 3542,29.656115,-10634310.1012283,21184,,HARRIS
Pharmacy,4916,77055,405545.0,TX,-95.48632,1413 WIRT RD,,3477281.67195857,,HOUSTON,Walgreens 5423,29.795433,-10629488.5201236,21210,,HARRIS
Convenience Store,8926,77521,405627.0,TX,-94.964111,6730 N MAIN ST,,3478074.44873339,,BAYTOWN,Flowers Bakery Outlet 50000295,29.801613,-10571356.4801559,21242,,HARRIS
Other,1998,77005,400214.0,TX,-95.442123,5560 WESLAYAN ST,,3467907.39819779,,HOUSTON,Walgreen's 489,29.722328,-10624568.532589,21307,,HARRIS
Convenience Store,    ,77099,630317.0,TX,-95.587685,9803 KIRKWOOD,,3461406.80260401,,HOUSTON,DELTA FOOD STORE,29.671602,-10640772.4203078,21413,,HARRIS
Pharmacy,1113,77504,627053.0,TX,-95.187157,3707 SPENCER HWY,,3460578.6691799,,PASADENA,WALGREENS 04133,29.665138,-10596185.8472994,21428,,HARRIS
Supermarket,2579,77520,630476.0,TX,-94.979233,1700 DECKER DR,,3470241.31918163,,BAYTOWN,Lewis Food Town 4,29.740534,-10573039.8534957,21468,,HARRIS
Pharmacy,4326,77072,405905.0,TX,-95.570221,8300 WILCREST DR,,3463482.366526,,HOUSTON,Walgreens 5390,29.687801,-10638828.3367206,21588,,HARRIS
Super Store,1728,77023,628472.0,TX,-95.340416,4000 POLK ST,,3470152.08756651,,HOUSTON,KROGER  223,29.739838,-10613246.5611389,21611,,HARRIS
Grocery Store,4202,77055,628965.0,TX,-95.525261,9480 LONG POINT RD,,3477553.23738819,,HOUSTON,Supermercado Teloloapan 2,29.79755,-10633823.4124146,21652,,HARRIS
Supermarket,6023,77089,459268.0,TX,-95.212799,10902 SCARSDALE BLVD,,3450349.25345585,,HOUSTON,Lewis Food Town 207,29.585258,-10599040.3016823,21828,,HARRIS
Convenience Store,3327,77011,565496.0,TX,-95.318893,5520 SHERMAN ST,,3470583.63586388,,HOUSTON,SHERMAN MERCADO,29.743204,-10610850.6317385,22106,,HARRIS
Super Store,3230,77015,566179.0,TX,-95.159943,14710 WOODFOREST BLVD,,3476647.99887463,,HOUSTON,KROGER 351,29.790493,-10593156.3986769,22263,,HARRIS
Super Store,2683,77429,566541.0,TX,-95.691513,17455 SPRING CYPRESS RD,,3499983.85224941,,CYPRESS,KROGER  362,29.972254,-10652330.5003979,22296,,HARRIS
Pharmacy,1575,77024,411256.0,TX,-95.522385,9329 KATY FWY,,3475574.54594801,,HOUSTON,Walgreens 1583,29.782124,-10633503.257559,22314,,HARRIS
Grocery Store,3520,77093,506326.0,TX,-95.336235,3040 LITTLE YORK RD,,3486906.19065869,,HOUSTON,La Michoacana Meat Market 15,29.870434,-10612781.1343479,22387,,HARRIS
Pharmacy,5102,77072,407100.0,TX,-95.614174,13196 BELLAIRE BLVD,,3465505.46315965,,HOUSTON,WALGREENS 07071,29.703588,-10643721.1622995,22560,,HARRIS
Pharmacy,4002,77401,410446.0,TX,-95.467102,5002 BELLAIRE BLVD,,3465810.61478431,,BELLAIRE,Walgreens 5835,29.705969,-10627349.1821495,22600,,HARRIS
Grocery Store,2303,77014,408192.0,TX,-95.482246,12325 VETERANS MEMORIAL DR,,3499249.98264064,Ste 102,HOUSTON,FRUTILANDIA #6,29.966543,-10629035.0045181,22611,,HARRIS
Pharmacy,7415,77092,408375.0,TX,-95.459572,3403 MANGUM RD,,3480435.87961437,,HOUSTON,Walgreens 6702,29.820019,-10626510.9463838,22663,,HARRIS
Discount Retail,5834,77084,408794.0,TX,-95.718285,2002 FRY RD,,3477397.37839707,Ste 117,HOUSTON,DOLLAR GENERAL  22155,29.796335,-10655310.7458054,22700,,HARRIS
Supermarket,2718,77084,407430.0,TX,-95.645828,4955 HIGHWAY 6 N,,3483997.19461281,,HOUSTON,HEB 553,29.847771,-10647244.869461,22767,,HARRIS
Supermarket,3304,77090,407448.0,TX,-95.451942,1420 FM 1960 RD W,,3505291.94571363,,HOUSTON,Lewis Food Town 217,30.013552,-10625661.5786691,22787,,HARRIS
Super Store,    ,77077,410047.0,TX,-95.591393,2700 S KIRKWOOD RD,,3469289.80360491,,HOUSTON,Walmart 3296,29.733112,-10641185.1929797,22822,,HARRIS
Supermarket,4027,77505,410075.0,TX,-95.145653,6210 FAIRMONT PKWY,,3458597.5912565,,PASADENA,HEB 473,29.649673,-10591565.6431535,22826,,HARRIS
Convenience Store,4900,77506,363981.0,TX,-95.188065,1740 JENKINS RD,,3464539.81679372,,PASADENA,S M FOOD MART,29.696053,-10596286.925397,23126,,HARRIS
Convenience Store,1919,77033,394161.0,TX,-95.336449,6901 MARTIN LUTHER KING JR BLVD,,3462260.48656807,,HOUSTON,Payless Super Market,29.678265,-10612804.9567189,23145,,HARRIS
Pharmacy,5923,77007,391825.0,TX,-95.391922,950 STUDEMONT ST,,3473824.42905147,,HOUSTON,WALGREENS 6857,29.768478,-10618980.1828317,23266,,HARRIS
Convenience Store,1812,77505,303480.0,TX,-95.123199,7448 SPENCER HWY,,3460390.9885411,,PASADENA,M & M FOOD MART,29.663673,-10589066.0753072,23327,,HARRIS
Supermarket,1206,77038,305379.0,TX,-95.461304,2770 N SAM HOUSTON PKWY W,,3495894.45745767,,HOUSTON,Lewis Food Town 15,29.940426,-10626703.7517419,23482,,HARRIS
Supermarket,5003,77027,394647.0,TX,-95.442184,3815 WESTHEIMER RD,,3470395.16824826,,HOUSTON,HEB Central Market 491,29.741734,-10624575.3230779,23681,,HARRIS
Super Store,3568,77015,598706.0,TX,-95.200203,12620 WOODFOREST BLVD,,3476536.40381787,Ste 200,HOUSTON,KROGER  331,29.789623,-10597638.1213763,24060,,HARRIS
Convenience Store,5514,77040,364757.0,TX,-95.51593,8111 W TIDWELL RD,,3484386.34029996,,HOUSTON,STOP N GO 2742345,29.850803,-10632784.690246,24090,,HARRIS
Convenience Store,7127,77017,1650876.0,TX,-95.240082,3117 FOREST OAKS BLVD,,3461326.72859186,,HOUSTON,Richi Food Mart,29.670977,-10602077.4313496,24203,,HARRIS
Super Store,1755,77505,522748.0,TX,-95.134933,6767 SPENCER HWY,,3460372.9252245,,PASADENA,KROGER 322,29.663532,-10590372.2982122,24413,,HARRIS
Pharmacy,7738,77373,443705.0,TX,-95.386673,23110 ALDINE WESTFIELD RD,,3509734.79260843,,SPRING,WALGREENS 03424,30.048105,-10618395.8668245,24444,,HARRIS
Grocery Store,3805,77096,598014.0,TX,-95.493126,9629 HILLCROFT ST,,3462036.77823164,,HOUSTON,Russian General Store,29.676519,-10630246.1605779,24664,,HARRIS
Supermarket,2208,77042,365720.0,TX,-95.57196,1455 WILCREST DR,,3471284.58014771,,HOUSTON,Lewis Food Town 206,29.748671,-10639021.9213151,24697,,HARRIS
Convenience Store,3819,77023,1589986.0,TX,-95.317314,5601 LAWNDALE ST,,3468495.90221896,,HOUSTON,Fresco Mart,29.726919,-10610674.8582626,24715,,HARRIS
Pharmacy,1420,77502,365886.0,TX,-95.182602,2204 SOUTHMORE AVE,,3463977.37878627,,PASADENA,WALGREENS 5767,29.691664,-10595678.7870188,24751,,HARRIS
Convenience Store,4922,77036,366848.0,TX,-95.518234,7604 CLAREWOOD DR,,3466292.13082403,,HOUSTON,SUNNY FOOD STORE,29.709726,-10633041.1703528,24783,,HARRIS
Other,4203,77087,631565.0,TX,-95.305435,7001 LONG DR,,3463157.79335593,,HOUSTON,PANCHO'S MEAT MARKET #3,29.685268,-10609352.4940314,25033,,HARRIS
Super Store,1202,77098,450556.0,TX,-95.418678,2955 KIRBY DR,,3470009.01057963,,HOUSTON,Whole Foods Market 10115,29.738722,-10621958.6471273,25176,,HARRIS
Convenience Store,6018,77013,447553.0,TX,-95.218941,12340 FLEMING DR,,3474758.70991551,,HOUSTON,FLEMING FOOD STORE,29.775763,-10599724.0259948,25254,,HARRIS
Discount Retail,1765,77346,448047.0,TX,-95.151947,8060 FM 1960 RD E,,3503888.93831462,,HUMBLE,DOLLAR GENERAL 7197,30.002638,-10592266.2880286,25288,,HARRIS
Supermarket,4203,77506,368734.0,TX,-95.219711,901 RICHEY ST,,3464788.04571121,,PASADENA,Lewis Food Town 10,29.69799,-10599809.7420027,25349,,HARRIS
Super Store,3007,77373,450843.0,TX,-95.430763,155 LOUETTA XING,,3511718.13482225,,SPRING,Walmart Supercenter 849,30.063526,-10623303.9431736,25408,,HARRIS
Supermarket,5000,77072,446328.0,TX,-95.559097,10100 BEECHNUT ST,,3463734.41931673,,HOUSTON,HEB 541,29.689768,-10637590.018705,25548,,HARRIS
Pharmacy,5909,77004,369482.0,TX,-95.378738,5202 ALMEDA RD,,3467982.0012252,,HOUSTON,Walgreens 02844,29.72291,-10617512.5466651,25889,,HARRIS
Convenience Store,4514,77032,450327.0,TX,-95.305153,5623 ALDINE BENDER RD,,3494635.83280921,,HOUSTON,SUNMART 442,29.930628,-10609321.101935,25912,,HARRIS
Supermarket,1004,77067,600808.0,TX,-95.477798,12182 VETERANS MEMORIAL DR,,3498730.22132902,,HOUSTON,Lewis Food Town 3,29.962498,-10628539.855423,26068,,HARRIS
Super Store,2703,77025,420158.0,TX,-95.417442,8500 S MAIN ST,,3463855.12961942,,HOUSTON,TARGET STORE T 1336,29.69071,-10621821.0562367,26225,,HARRIS
Super Store,2542,77379,716684.0,TX,-95.517014,6060 FM 2920 RD,,3513074.15165942,,SPRING,KROGER  364,30.074068,-10632905.360574,26243,,HARRIS
Grocery Store,2837,77547,599149.0,TX,-95.242409,2014 CLINTON DR,,3469211.0907025,,GALENA PARK,Middleton's Super Market,29.732498,-10602336.4718047,26263,,HARRIS
Super Store,6700,77079,685439.0,TX,-95.598648,14344 MEMORIAL DR,,3474050.26614577,,HOUSTON,KROGER  161,29.770239,-10641992.8158854,26315,,HARRIS
Grocery Store,2438,77081,602062.0,TX,-95.488953,5727 RAMPART ST,,3467418.2591683,Ste A6,HOUSTON,LA PREFERIDA,29.718512,-10629781.6243428,26480,,HARRIS
Super Store,3621,77062,420340.0,TX,-95.121391,1950 EL DORADO BLVD,,3449461.2851445,,HOUSTON,KROGER  300,29.578321,-10588864.8096679,26524,,HARRIS
Super Store,6024,77089,684606.0,TX,-95.213234,10909 SCARSDALE BLVD,,3450501.20109995,,HOUSTON,HONG KONG FOOD MARKET 2,29.586445,-10599088.7256608,26570,,HARRIS
Super Store,6518,77375,602794.0,TX,-95.626587,27650 STATE HIGHWAY 249,,3513102.58042232,,TOMBALL,Walmart SUPERCENTER 703,30.074289,-10645102.9711387,26622,,HARRIS
Convenience Store,4901,77081,635192.0,TX,-95.489159,6203 BELLAIRE BLVD,,3465688.09188519,,HOUSTON,7 DAY GROCERIES STORE,29.705013,-10629804.5561579,26694,,HARRIS
Supermarket,    ,77077,717162.0,TX,-95.588371,11815 WESTHEIMER,,3469708.50280869,,HOUSTON,HEB 551,29.736378,-10640848.7854785,26780,,HARRIS
Super Store,4202,77005,683972.0,TX,-95.42791,5150 BUFFALO SPEEDWAY,,3468582.94310842,,HOUSTON,KROGER  314,29.727598,-10622986.3486663,26960,,HARRIS
Super Store,5485,77546,484764.0,TX,-95.160324,3135 E FM 528 RD,,3442312.14363493,,FRIENDSWOOD,KROGER 744,29.522453,-10593198.8114029,27011,,HARRIS
Supermarket,4546,77375,484768.0,TX,-95.632019,28520 TOMBALL PKWY,,3514877.38133023,,TOMBALL,HEB 574,30.088085,-10645707.6586127,27012,,HARRIS
Grocery Store,5501,77074,434185.0,TX,-95.51339,7501 BISSONNET ST,,3463004.79960156,,HOUSTON,La Michoacana Meat Market 01,29.684074,-10632501.9387393,27119,,HARRIS
Super Store,    ,77065,722352.0,TX,-95.603699,12353 FM 1960 W,,3493568.44974277,,HOUSTON,Walmart SUPERCENTER 3297,29.922318,-10642555.0906334,28093,,HARRIS
Discount Retail,2665,77336,511829.0,TX,-95.088791,24719 FM 2100 RD,,3507580.6162805,,HUFFMAN,DOLLAR GENERAL 9711,30.031353,-10585235.794268,28133,,HARRIS
Super Store,2923,77077,717757.0,TX,-95.605202,12555 BRIAR FOREST DR,,3471944.14631142,,HOUSTON,KROGER 735,29.753815,-10642722.4038281,28234,,HARRIS
Super Store,6102,77571,508830.0,TX,-95.033142,1300 W FAIRMONT PKWY,,3458932.16901804,,LA PORTE,KROGER 319,29.652285,-10579040.9759249,28299,,HARRIS
Super Store,3403,77598,509582.0,TX,-95.151146,1801 W BAY AREA BLVD,,3444052.61384581,,WEBSTER,Target T 1837,29.536057,-10592177.1211164,28408,,HARRIS
Convenience Store,3305,77045,512046.0,TX,-95.446167,13301 HIRAM CLARKE RD,,3456609.38955933,,HOUSTON,TRANCO FOOD MART,29.63415,-10625018.7086098,28528,,HARRIS
Convenience Store,5460,77017,1578870.0,TX,-95.253967,4805 GALVESTON RD,,3463138.31666313,,HOUSTON,Express Fuel #11,29.685116,-10603623.1024793,28577,,HARRIS
Super Store,3003,77022,509627.0,TX,-95.385185,4711 AIRLINE DR,,3482584.4589257,,HOUSTON,Fiesta Mart 11,29.836763,-10618230.2234222,28603,,HARRIS
Super Store,9152,77532,722686.0,TX,-95.066223,14215 FM 2100 RD,,3490107.96684056,,CROSBY,Walmart Supercenter 522,29.895372,-10582723.5359998,28622,,HARRIS
Convenience Store,2206,77072,719273.0,TX,-95.602928,12550B BELLAIRE BLVD,,3465514.04985571,,HOUSTON,Pop Corner,29.703655,-10642469.263306,28631,,HARRIS
Supermarket,8250,77020,723015.0,TX,-95.336311,3317 LYONS AVE,,3474782.43653264,,HOUSTON,LYONS SUPERMARKET,29.775948,-10612789.5946292,28800,,HARRIS
Super Store,6381,77083,723348.0,TX,-95.641052,9303 HIGHWAY 6 S,,3462260.87095,,HOUSTON,KROGER 347,29.678268,-10646713.207573,28947,,HARRIS
Super Store,7816,77009,721339.0,TX,-95.359612,1100 QUITMAN ST,,3475594.04148491,,HOUSTON,Fiesta Mart 1,29.782276,-10615383.4500841,28990,,HARRIS
Super Store,1110,77504,689415.0,TX,-95.189598,3550 SPENCER HWY,,3460335.38947733,,PASADENA,KROGER 354,29.663239,-10596457.5781764,29306,,HARRIS
Pharmacy,3200,77008,723563.0,TX,-95.428146,1770 W T C JESTER BLVD,,3477995.93855743,,HOUSTON,Walgreens 07530,29.801001,-10623012.6200662,29354,,HARRIS
Specialty Store,1528,77037,686874.0,TX,-95.409424,517 W MOUNT HOUSTON RD,,3490370.30199065,,HOUSTON,L&L Seafood,29.897415,-10620928.4965595,29425,,HARRIS
Pharmacy,3317,77051,690534.0,TX,-95.355698,9200 CULLEN BLVD,,3459689.74049536,,HOUSTON,WALGREENS  4605,29.658199,-10614947.7455972,29838,,HARRIS
Pharmacy,7517,77079,424812.0,TX,-95.607147,14616 MEMORIAL DR,,3474276.2354576,,HOUSTON,Walgreens 05094,29.772001,-10642938.9202377,29910,,HARRIS
Other,2706,77086,424886.0,TX,-95.494827,13714 STATE HIGHWAY 249,,3493345.73628164,,HOUSTON,WALGRENS 03370,29.920584,-10630435.5150318,29945,,HARRIS
Discount Retail,1826,77022,837819.0,TX,-95.385941,906 E TIDWELL RD,,3483694.56243471,,HOUSTON,Family Dollar 2934,29.845413,-10618314.3809572,30068,,HARRIS
Pharmacy,3412,77388,462245.0,TX,-95.447372,2103 FM 2920 RD,,3512587.39934369,,SPRING,WALGREENS 7307,30.070284,-10625152.8485962,30206,,HARRIS
Supermarket,2214,77450,460299.0,TX,-95.71701,525 S FRY RD,,3475222.73354939,,KATY,RANDALLS  2671,29.779381,-10655168.8134547,30218,,HARRIS
Super Store,1702,77061,463768.0,TX,-95.288353,7510 BELLFORT ST,,3461484.31472179,,HOUSTON,Fiesta Mart 37,29.672207,-10607450.9344897,30270,,HARRIS
Convenience Store,4632,77017,836945.0,TX,-95.266525,8003 HOWARD DR,,3462066.63141045,,HOUSTON,Buddy's #10,29.676752,-10605021.0526447,30317,,HARRIS
Convenience Store,5047,77502,464471.0,TX,-95.198051,2520 LAFFERTY RD,,3461717.87884837,,PASADENA,Super Seven,29.67403,-10597398.5618321,30375,,HARRIS
Supermarket,1305,77076,460153.0,TX,-95.406151,442 W LITTLE YORK RD,,3486999.26171256,,HOUSTON,Lewis Food Town 7,29.871159,-10620564.1478662,30693,,HARRIS
Grocery Store,5177,77015,462719.0,TX,-95.177444,1115 FREEPORT ST,,3474583.51906137,,HOUSTON,BI-RITE SUPERMARKET,29.774397,-10595104.6010853,30699,,HARRIS
Other,2549,77099,837278.0,TX,-95.587181,9755 S KIRKWOOD RD,,3461638.0591451,,HOUSTON,ALIEF AFRICAN FOOD MEAT & FISH MARKET,29.673407,-10640716.3152845,30805,,HARRIS
Super Store,5155,77429,493948.0,TX,-95.623283,13135 LOUETTA RD,,3502870.52411948,,CYPRESS,KROGER 327,29.994715,-10644735.1715411,30859,,HARRIS
Supermarket,6304,77017,838391.0,TX,-95.240555,9335 HOWARD DR,,3462932.01929099,,HOUSTON,LA MICHOACANA MEAT MARKET 50,29.683506,-10602130.0854688,31107,,HARRIS
Supermarket,3983,77072,838667.0,TX,-95.602959,12660 BEECHNUT ST,,3463724.1679631,Ste 160,HOUSTON,Grocery Services Inc 18,29.689688,-10642472.7142102,31145,,HARRIS
Grocery Store,7510,77093,838672.0,TX,-95.342728,8502 JENSEN DR,,3482636.94604768,,HOUSTON,Grocery Services Inc 8,29.837172,-10613503.9318016,31147,,HARRIS
Supermarket,3128,77346,514561.0,TX,-95.16375,7405 FM 1960 RD E,,3503332.35453469,,HUMBLE,HEB 498,29.998308,-10593580.1919784,31273,,HARRIS
Super Store,3905,77505,555041.0,TX,-95.153053,5757 FAIRMONT PKWY,,3458641.91078268,,PASADENA,Target T1396,29.650019,-10592389.4073854,31339,,HARRIS
Convenience Store,6309,77039,1601871.0,TX,-95.331367,11801 GLOGER ST,,3490002.67475385,,HOUSTON,Sunrise Grocery Store,29.894552,-10612239.2310667,31352,,HARRIS
Convenience Store,4603,77048,603577.0,TX,-95.354103,4130 ALLISON RD,,3454357.32689054,Ste B,HOUSTON,4130 @ ALLISON FOOD MART,29.616564,-10614770.1910094,31457,,HARRIS
Super Store,1202,77028,603750.0,TX,-95.262482,9419 MESA DR,,3484198.43998352,,HOUSTON,Fiesta Mart 23,29.849339,-10604570.9879434,31470,,HARRIS
Super Store,4206,77018,568680.0,TX,-95.432892,1352 W 43RD ST,,3481494.34099733,,HOUSTON,KROGER 356,29.828268,-10623540.9423695,31768,,HARRIS
Discount Retail,    ,77338,568010.0,TX,-95.265182,218 1ST ST W,,3503713.09120742,#A,HUMBLE,DOLLAR GENERAL 1906,30.00127,-10604871.5505685,31911,,HARRIS
Discount Retail,1072,77338,467549.0,TX,-95.381302,21735 ALDINE WESTFIELD RD,,3507783.90496622,,HUMBLE,DOLLAR GENERAL 4646,30.032934,-10617797.9698394,32349,,HARRIS
Pharmacy,5808,77077,467894.0,TX,-95.602974,12550 WESTHEIMER RD,,3469881.0631531,,HOUSTON,Walgreens 03407,29.737724,-10642474.3840026,32373,,HARRIS
Super Store,2209,77338,468146.0,TX,-95.268845,20777 HIGHWAY 59 N,,3506024.36301601,,HUMBLE,TARGET STORE T 1457,30.019249,-10605279.3138633,32407,,HARRIS
Supermarket,4401,77069,472744.0,TX,-95.50885,5219 FM 1960 RD W,,3500931.73856915,,HOUSTON,RANDALLS 1012,29.97963,-10631996.5482511,32717,,HARRIS
Discount Retail,    ,77449,558779.0,TX,-95.712265,19525 CLAY RD,,3481783.83237623,Ste E,KATY,DOLLAR GENERAL 8094,29.830524,-10654640.6024709,32732,,HARRIS
Super Store,3802,77042,559105.0,TX,-95.544678,9919 WESTHEIMER RD,,3469718.5025277,,HOUSTON,KROGER 363,29.736456,-10635984.9029673,32847,,HARRIS
Specialty Store,2406,77081,470155.0,TX,-95.485313,5990 RENWICK DR,,3467233.17052799,,HOUSTON,Lecaroz Bakery,29.717068,-10629376.4213963,32946,,HARRIS
Supermarket,7520,77083,572676.0,TX,-95.641632,14498 BELLAIRE BLVD,,3465783.70065839,,HOUSTON,HEB 575,29.705759,-10646777.7728777,33012,,HARRIS
Other,6400,77023,572886.0,TX,-95.31572,6141 GRIGGS RD,,3465379.35473105,,HOUSTON,PANCHO'S MEAT MARKET,29.702604,-10610497.4149942,33031,,HARRIS
Super Store,1801,77449,499330.0,TX,-95.720421,6055 N FRY RD,,3485706.98249115,,KATY,KROGER  378,29.861092,-10655548.5242378,33170,,HARRIS
Super Store,3762,77587,495969.0,TX,-95.211365,1603 SPENCER HWY,,3460528.0655986,,SOUTH HOUSTON,Fiesta Mart 4,29.664743,-10598880.6695325,33304,,HARRIS
Grocery Store,7210,77057,496214.0,TX,-95.49659,6362 WINDSWEPT LN,,3468356.04835615,,HOUSTON,Amigo Supermarket & Washateria,29.725828,-10630631.771294,33330,,HARRIS
Supermarket,3332,77502,491034.0,TX,-95.226624,2040 RICHEY ST,,3462716.2434634,,PASADENA,Lewis Food Town 1,29.681822,-10600579.2936425,33445,,HARRIS
Super Store,4408,77065,497070.0,TX,-95.584511,9330 JONES RD,,3491796.61074943,,HOUSTON,KROGER  311,29.908522,-10640419.0922441,33557,,HARRIS
Convenience Store,2601,77016,498806.0,TX,-95.309807,10730 WICKLOWE ST,,3486962.28995777,,HOUSTON,FAIRWAY FOOD STORE,29.870871,-10609839.1828452,33985,,HARRIS
